   pgc   |        name        |      j2000      |        ra        |     dec      | modulus |  error   |    method     |   Dist    |  Vh  |   VLG    
---------+--------------------+-----------------+------------------+--------------+---------+----------+---------------+-----------+------+----------
      35 | UGC12894           | 000022.5+392944 |          0.09375 |    39.495555 | 29.6394 |          | TF            |      8.47 |  335 |  618.577
      83 | PGC000083          | 000106.5+322241 |       0.27708333 |  32.37805556 |   29.84 |          | BTF           |   9.28966 |  542 |  814.598
     143 | WLM                | 000158.1-152740 |          0.49206 |   -15.461111 |   24.96 |     0.07 | TRGB          |  0.981748 | -122 | -15.9233
 5056918 | And XVIII          | 000214.5+450520 |           0.5604 |    45.088888 |   25.58 |     0.05 | TRGB          |   1.30617 | -332 | -43.9172
 5067095 | PAndAS-03          | 000356.4+405319 |         0.985005 |    40.888611 | 24.4605 |          | mem           |      0.78 |      |         
 5067096 | PAndAS-04          | 000442.9+472142 |         1.178745 |    47.361667 | 24.4605 |          | mem           |      0.78 | -397 | -108.321
 5067097 | PAndAS-05          | 000524.1+435535 |          1.35042 |    43.926389 | 24.4605 |          | mem           |      0.78 | -183 |  103.058
     388 | ESO409-015         | 000531.8-280553 |          1.38249 |   -28.098055 |    29.7 |     0.11 | TRGB          |   8.70964 |  726 |  768.579
 5059815 | AGC748778          | 000634.4+153039 |       1.64333334 |  15.51083333 |   28.97 |     0.06 | TRGB          |     6.223 |  258 |  486.093
 5056920 | And XX             | 000730.7+350756 |         1.877895 |    35.132221 |   24.52 |     0.49 | TRGB          |  0.801678 | -456 | -181.807
     591 | UGC00064           | 000744.0+405232 |          1.93332 |    40.875554 | 29.9114 |          | TF            |       9.6 |  305 |  587.122
     621 | ESO349-031         | 000813.3-343442 |         2.055405 |   -34.578332 |   27.53 |     0.04 | TRGB          |   3.20627 |  221 |  229.601
         | dw0009-25          | 000937.8-250257 |           2.4075 | -25.04916667 |  29.317 |          | mem           |   7.30129 |      |         
     701 | NGC0024            | 000956.4-245748 |          2.48499 |   -24.963333 |   29.32 |     0.02 | TRGB          |   7.31139 |  550 |  606.087
         | dw0010-25          | 001038.2-252006 |       2.65916667 |      -25.335 |  29.317 |          | mem           |   7.30129 |      |         
     930 | NGC0045            | 001403.9-231056 |          3.51624 |   -23.182221 |   29.11 |     0.08 | TRGB          |   6.63743 |  465 |  527.806
 5072710 | PiscesA            | 001446.0+104847 |      3.691666665 |    10.813056 |   28.76 |    0.055 | TRGB          |   5.64937 |  236 |  444.159
    1014 | NGC0055            | 001508.5-391313 |         3.785415 |   -39.220277 |   26.62 |     0.03 | TRGB          |   2.10863 |  129 |  111.376
    1034 | NGC0059            | 001525.1-212638 |          3.85458 |   -21.443888 |   28.45 |     0.03 | TRGB          |   4.89779 |  361 |   431.25
    1038 | ESO410-005         | 001531.4-321048 |          3.88083 |   -32.179999 |   26.43 |     0.03 | TRGB          |   1.93197 |   36 |  53.1814
 6740711 | LV J0015-3825      | 001538.3-382541 |      3.909583335 | -38.42805556 |   29.32 |          | NAM           |   7.31139 |  606 |  591.881
 5056919 | And XIX            | 001932.1+350237 |          4.88373 |     35.04361 |   24.85 |     0.13 | TRGB          |  0.933254 | -111 |  157.408
    1305 | IC0010             | 002024.5+591730 |          5.10207 |    59.291666 |    24.5 |     0.12 | TRGB          |  0.794328 | -346 | -61.7975
 4668290 | JKB129             | 002041.4+083701 |         5.172495 |     8.616944 |  29.747 |          | TF            |    8.9002 |  692 |  889.001
 5057229 | And XXVI           | 002345.6+475458 |         5.939985 |    47.916111 |   24.41 |     0.12 | HB            |  0.762079 | -261 |  21.0158
 3097727 | Sc22               | 002351.7-244218 |          5.96541 |      -24.705 |   28.16 |     0.04 | TRGB          |   4.28548 |      |         
 3097691 | Cetus              | 002611.0-110240 |          6.54582 |   -11.044444 |   24.48 |      0.1 | TRGB          |  0.787046 |  -87 |  25.9618
    1641 | ESO294-010         | 002633.3-415120 |         6.638745 |   -41.855555 |   26.54 |     0.03 | TRGB          |   2.03236 |  107 |  70.8317
    1777 | UGC00288           | 002904.0+432554 |          7.26666 |    43.431666 |   29.17 |     0.05 | TRGB          |   6.82339 |  187 |  462.978
 5057228 | And XXV            | 003008.9+465107 |          7.53708 |    46.851944 |   24.55 |     0.12 | HB            |   0.81283 | -108 |  170.412
    1920 | ESO473-024         | 003122.5-224557 |          7.84374 |   -22.765833 | 29.9782 |          | TF            |       9.9 |  530 |  584.423
    2004 | NGC0147            | 003311.6+483028 |          8.29833 |    48.507777 |   24.39 |     0.11 | TRGB          |  0.755092 | -193 |  85.0953
 6656985 | ScuSR              | 003351.8-275024 |         8.465835 |       -27.84 |   28.01 |          | mem           |   3.99945 |      |         
    2121 | And III            | 003533.8+362952 |         8.890815 |    36.497777 |   24.37 |     0.07 | TRGB          |   0.74817 | -346 | -82.4785
 5065678 | Cas III            | 003559.4+513335 |         8.997495 |    51.559722 |   24.45 |     0.14 | TRGB          |  0.776247 | -372 | -93.0159
 5065056 | And XXX            | 003634.9+493848 |       9.14541666 |  49.64666667 | 24.1657 |     0.21 | TRGB          |  0.680989 | -141 |  135.984
 4608690 | And XVII           | 003707.0+441920 |          9.27915 |    44.322221 |   24.36 |     0.06 | HB            |  0.744732 | -251 |  21.7306
 5057230 | And XXVII          | 003727.1+452313 |         9.362895 |    45.386944 |   24.59 |     0.12 | HB            |  0.827942 | -535 | -261.066
    2329 | NGC0185            | 003858.0+482010 |          9.74166 |     48.33611 |   24.11 |     0.02 | TRGB          |  0.663743 | -203 |  72.5206
    2429 | NGC0205            | 004022.5+414111 |         10.09374 |    41.686388 |   24.52 |     0.02 | TRGB          |  0.801678 | -221 |  47.2323
    2544 | And IV             | 004232.3+403419 |      10.63458333 |  40.57186111 |   29.28 |      0.1 | TRGB          |   7.17795 |  237 |  502.697
    2555 | MESSIER032         | 004242.1+405159 |         10.67541 |    40.866388 |    24.5 |     0.01 | TRGB          |  0.794328 | -202 |   63.997
    2557 | MESSIER031         | 004244.5+411609 |        10.685415 |    41.269166 |   24.44 |      0.1 | Cep           |  0.772681 | -296 | -29.4806
    2578 | DDO226             | 004303.8-221501 |        10.765815 |   -22.250277 |   28.46 |     0.13 | TRGB          |   4.92039 |  359 |  409.004
    2666 | And I              | 004540.0+380214 |        11.416665 |    38.037221 | 24.3166 |          | TRGB          |      0.73 | -376 | -115.534
 5056923 | And XI             | 004620.0+334805 |        11.583315 |    33.801388 |   24.33 |     0.05 | RR            |  0.734514 | -419 | -167.039
         | DoIV               | 004703.0-214052 |        11.762505 |   -21.681111 |   27.84 |     0.02 | mem           |   3.69828 |      |         
         | DoII               | 004707.2-235721 |        11.779995 |   -23.955833 |    27.7 |     0.14 | TRGB          |   3.46737 |      |         
    2758 | NGC0247            | 004708.3-204536 |         11.78457 |       -20.76 |   27.85 |     0.02 | TRGB          |   3.71535 |  161 |  215.938
 5056924 | And XII            | 004727.0+342229 |        11.862495 |    34.374721 | 24.5954 | 0.127023 | TRGB          |  0.830004 | -556 | -303.156
    2789 | NGC0253            | 004734.3-251732 |          11.8929 |   -25.292221 |   27.84 |     0.02 | TRGB          |   3.69828 |  243 |  276.195
 5067869 | Scl-MM-Dw1         | 004734.9-262320 |         11.89542 |   -26.388889 |   27.98 |     0.32 | TRGB          |   3.94457 |      |         
    2881 | KDG002             | 004921.1-180428 |        12.337905 |   -18.074443 |   27.76 |     0.04 | TRGB          |   3.56451 |  224 |  289.608
    2902 | DDO006             | 004949.3-210058 |          12.4554 |   -21.016111 |   27.68 |     0.09 | TRGB          |   3.43558 |  292 |  343.878
 5478807 | Scl-MM-Dw2         | 005017.1-244459 |     12.571249995 | -24.74972222 |   27.74 |     0.07 | TRGB          |   3.53183 |      |         
    2933 | ESO540-032         | 005024.6-195425 |         12.60249 |   -19.906944 |    27.8 |     0.03 | TRGB          |   3.63078 |  228 |  284.573
         | Scl-MM-Dw5         | 005025.9-264328 |         12.60792 |   -26.724444 |   27.95 |     0.13 | TRGB          |   3.89045 |      |         
 2017209 | Bol520             | 005042.4+325459 |         12.67665 |    32.916388 |      24 |      0.2 | TRGB          |  0.630957 | -312 | -63.8822
 5056922 | And XIV            | 005135.0+294149 |         12.89583 |    29.696944 |  24.325 |    0.325 | TRGB          |  0.732825 | -481 | -240.368
 5056925 | And XIII           | 005151.0+330016 |         12.96249 |    33.004444 |   24.62 |     0.05 | RR            |   0.83946 | -195 |  52.6404
    3085 | SMC                | 005238.0-724801 |        13.158315 |   -72.800277 |   18.99 |     0.05 | Cep           | 0.0628058 |  158 | -22.2633
 4689222 | And IX             | 005252.8+431200 |         13.21998 |         43.2 |   24.48 |      0.2 | TRGB          |  0.787046 | -216 |  47.9305
         | Scl-MM-Dw4         | 005349.1-252828 |         13.45458 |   -25.474444 |   28.07 |     0.14 | TRGB          |    4.1115 |      |         
    3238 | NGC0300            | 005453.5-374057 |        13.722915 |   -37.682499 |    26.6 |     0.06 | TRGB          |    2.0893 |  146 |  115.733
 6740710 | LV J0055-2310      | 005501.0-231009 |      13.75416666 | -23.16916667 |  27.794 |      0.1 | TRGB          |   3.62076 |  250 |  288.178
 5065681 | PAndAS-48          | 005928.2+312910 |     14.867500005 |  31.48611111 |   24.57 |     0.11 | HB            |  0.820351 | -250 | -10.0831
 5056927 | And XVI            | 005929.8+322236 |         14.87415 |    32.376666 |    23.6 |      0.2 | TRGB          |  0.524808 | -385 | -143.164
    3589 | Sculptor           | 010009.4-334233 |        15.039165 |   -33.709166 | 19.7712 |          | TRGB          |      0.09 |  105 |  90.6271
 5067139 | PAndAS-50          | 010150.6+481819 |         15.46083 |    48.305278 | 24.4605 |          | mem           |      0.78 | -323 | -57.8999
    3792 | LGS 3              | 010355.0+215306 |         15.97917 |       21.885 |   24.08 |      0.4 | TRGB          |  0.654636 | -286 | -73.9507
    3844 | IC1613             | 010447.8+020760 |      16.19916666 |     2.133332 |   24.39 |     0.05 | TRGB          |  0.755092 | -232 | -88.7013
 5056921 | And X              | 010633.7+444816 |        16.640415 |    44.804444 |   24.01 |     0.07 | HB            |   0.63387 | -164 |   95.169
    3974 | UGC00685           | 010722.3+164102 |          16.8429 |    16.683888 |   28.41 |     0.02 | TRGB          |   4.80839 |  156 |   350.52
 2807102 | KKH5               | 010732.5+512625 |        16.885395 |    51.440277 |   28.67 |          | NAM           |   5.42001 |   61 |  326.029
 5067148 | PAndAS-C02         | 010753.9+482242 |        16.974585 |    48.378333 | 24.4605 |          | mem           |      0.78 |      |         
    4055 | AM0106-382         | 010822.0-381233 |         17.09166 |   -38.209166 | 29.5691 |          | TF            |       8.2 |  645 |  604.697
         | DoIII              | 010924.6-272050 |        17.352495 |   -27.347222 |   27.84 |     0.02 | mem           |   3.69828 |      |         
    4126 | NGC0404            | 010926.9+354303 |         17.36208 |    35.717499 |   27.37 |     0.02 | TRGB          |   2.97852 |  -50 |  192.748
 3097824 | And V              | 011017.1+473741 |         17.57124 |    47.628054 |   24.55 |     0.12 | TRGB          |   0.81283 | -403 | -142.657
 6758672 | DoI                | 011140.4+343603 |      17.91833334 |  34.60083333 |    27.6 |      0.2 | TRGB          |   3.31131 |      |         
 5056926 | And XV             | 011418.7+380703 |        18.577905 |    38.117499 |    24.4 |      0.2 | TRGB          |  0.758577 | -323 | -78.5825
    4601 | And II             | 011629.8+332509 |        19.124145 |    33.419166 |   24.07 |     0.06 | TRGB          |  0.651628 | -194 |   40.073
 5057227 | And XXIV           | 011830.0+462158 |        19.624995 |    46.366111 |   23.89 |     0.12 | HB            |  0.599791 | -128 |   126.91
 5072711 | PiscesB            | 011911.7+110718 |        19.798755 |    11.121667 |   29.75 |      0.2 | TRGB          |   8.91251 |  615 |  781.757
 5067142 | PAndAS-55          | 011920.4+460312 |        19.834995 |    46.053333 | 24.4605 |          | mem           |      0.78 |      |         
         | Triangulum III     | 012141.3+262332 |         20.42208 |    26.392222 |   24.57 |    0.453 | TRGB          |  0.820351 |      |         
 5067143 | PAndAS-56          | 012303.5+415511 |         20.76459 |    41.919722 | 24.4605 |          | mem           |      0.78 | -239 |   6.8881
 5057232 | And XXII           | 012740.0+280525 |        21.916665 |    28.090277 |    24.5 |          | TRGB          |  0.794328 | -127 |    86.72
 5067144 | PAndAS-57          | 012747.5+404047 |         21.94791 |    40.679722 | 24.4605 |          | mem           |      0.78 | -186 |  55.0593
 5067145 | PAndAS-58          | 012902.1+404708 |        22.258755 |    40.785556 | 24.4605 |          | mem           |      0.78 | -167 |   73.511
 5057226 | And XXIII          | 012921.8+384308 |         22.34082 |    38.718888 | 24.3166 |          | TRGB          |      0.73 | -243 | -6.16379
    5761 | UGC01104           | 013242.3+181857 |        23.176245 |    18.315833 |   29.39 |          | BS            |   7.55092 |  688 |  869.174
    5818 | MESSIER033         | 013350.8+303937 |        23.461665 |    30.660277 |   24.85 |     0.08 | TRGB          |  0.933254 | -182 |  33.8741
 1463377 | AGC114027          | 013441.8+143840 |         23.67417 |    14.644444 |  29.978 |          | BTF           |    9.8992 |  731 |  898.397
 2807103 | KKH6               | 013451.6+520530 |        23.714985 |    52.091666 |   28.57 |          | NAM           |   5.17607 |   60 |  312.621
    5896 | NGC0625            | 013505.0-412611 |        23.770815 |   -41.436388 |   28.02 |     0.03 | TRGB          |   4.01791 |  395 |  324.967
    6174 | DDO013             | 014009.6+155417 |         25.03998 |    15.904722 |   29.78 |          | BS            |    9.0365 |  631 |  798.092
 5057055 | AGC112521          | 014107.9+271926 |        25.282905 |    27.323888 |   28.92 |     0.04 | TRGB          |   6.08135 |  274 |  476.021
  138451 | KK13               | 014216.8+262204 |         25.56999 |    26.367777 |   29.47 |     0.05 | TRGB          |   7.83429 |  357 |   555.92
    6354 | KDG010             | 014341.4+154123 |         25.92249 |    15.689721 |   29.48 |          | BS            |   7.87046 |  789 |  953.007
  166062 | KK14               | 014442.7+271716 |         26.17791 |    27.287777 |   29.24 |     0.17 | TRGB          |   7.04693 |  420 |  619.461
    6430 | ESO245-005         | 014503.6-433553 |           26.265 |   -43.598055 |    28.3 |     0.06 | TRGB          |   4.57088 |  393 |  307.429
  166063 | KK15               | 014641.6+264805 |        26.673315 |    26.801388 |   29.69 |     0.04 | TRGB          |   8.66962 |  366 |  562.641
 5276787 | N672dwB            | 014711.1+274060 |     26.796250005 |  27.68333333 | 29.2867 |          | mem           |       7.2 |      |         
 5276788 | N672dwA            | 014719.1+271516 |     26.829583335 |  27.25444444 | 29.2867 |          | mem           |       7.2 |      |         
    6574 | IC1727             | 014730.1+271952 |         26.87541 |     27.33111 |   29.36 |     0.06 | TRGB          |   7.44732 |  336 |  533.457
    6595 | NGC0672            | 014753.2+272601 |         26.97165 |     27.43361 |   29.28 |     0.07 | TRGB          |   7.17795 |  429 |  626.442
    6699 | UGC01281           | 014932.3+323533 |         27.38457 |    32.592499 |   28.61 |     0.01 | TRGB          |    5.2723 |  157 |  366.895
    6830 | Phoenix            | 015106.3-442641 |         27.77625 |   -44.444721 |    23.2 |     0.04 | TRGB          |  0.436516 |  -13 | -105.644
  166064 | KK16               | 015520.6+275715 |         28.83582 |    27.954166 |   28.75 |     0.04 | TRGB          |   5.62341 |  207 |  400.164
  166065 | KK17               | 020009.9+284957 |         30.04125 |    28.832499 |    28.5 |     0.05 | TRGB          |   5.01187 |  168 |  360.267
    7671 | NGC0784            | 020116.8+285037 |         30.31998 |     28.84361 |   28.65 |     0.02 | TRGB          |   5.37032 |  193 |  384.561
    7871 | UGC01561           | 020405.0+241228 |         31.02084 |    24.207778 | 29.8189 |          | TF            |       9.2 |  606 |  781.814
 6726344 | Cetus III          | 020519.4-041612 |         31.33083 |        -4.27 |      22 |     0.15 | HB            |  0.251189 |      |         
  100169 | Cas1               | 020607.9+690036 |         31.53291 |        69.01 |   28.61 |          | NAM           |    5.2723 |   35 |  283.515
    8484 | UGC01703           | 021255.8+324851 |          33.2325 |    32.814166 |   28.17 |     0.03 | TRGB          |   4.30527 |   40 |  233.895
 5074545 | Triangulum II      | 021317.4+361042 |          33.3225 |    36.178333 |    17.4 |      0.1 | CMD           | 0.0301995 | -382 | -179.859
    8557 | NGC0855            | 021403.7+275238 |          33.5154 |    27.877221 |   29.94 |     0.17 | SBF           |   9.72747 |  591 |  770.197
 4713565 | Segue 2            | 021916.0+201031 |        34.816665 |    20.175278 |    17.7 |      0.1 | TRGB          | 0.0346737 |  -39 |  111.505
    8947 | UGC01807           | 022113.4+424546 |         35.30583 |    42.762778 |   29.99 |          | mem           |   9.95405 |  628 |  839.998
    9031 | NGC0891            | 022232.8+422048 |        35.636655 |    42.346666 |   29.99 |     0.07 | TRGB          |   9.95405 |  526 |  736.248
 5074559 | Eridanus 3         | 022245.5-521701 |         35.68959 |   -52.283611 |    19.7 |     0.15 | HB            | 0.0870964 |      |         
 5072545 | [TT2009] 30        | 022254.7+424245 |        35.727915 |      42.7125 | 29.9561 |          | mem           |       9.8 |      |         
  168300 | KKH11              | 022435.0+560042 |         36.14583 |    56.011666 |  28.694 |          | NAM           |   5.48025 |   75 |  307.539
    9140 | [KK2000] 03        | 022442.7-733046 |        36.177915 |   -73.512777 |    26.5 |     0.09 | TRGB          |   1.99526 |  316 |  112.411
    9168 | DDO019             | 022500.2+360216 |        36.250815 |    36.037777 |    29.9 |          | mem           |   9.54992 |  577 |  770.641
 5056966 | d0226+3325         | 022652.8+332537 |        36.719985 |    33.426943 |    29.9 |          | mem           |   9.54992 |  520 |  705.347
    9332 | NGC0925            | 022716.0+333441 |         36.81666 |    33.578054 |    29.9 |     0.05 | TRGB          |   9.54992 |  553 |  738.468
 5057321 | Halogas            | 022720.0+335730 |        36.833325 |    33.958333 |    29.9 |          | mem           |   9.54992 |  648 |  834.463
 2807107 | KKH12              | 022727.0+572916 |          36.8625 |    57.487777 |   28.73 |          | NAM           |   5.57186 |   70 |  302.957
         | Hydrus 1 dw        | 022933.4-784128 |     37.389166665 | -78.69111111 |    17.2 |      0.5 | HB            | 0.0275423 |   80 | -136.414
    9702 | DDO022             | 023254.0+384050 |        38.224995 |    38.680554 |   29.99 |          | mem           |   9.95405 |  570 |  764.775
    9726 | DDO025             | 023318.2+332928 |        38.325825 |     33.49111 |    29.9 |          | mem           |   9.54992 |  604 |  784.775
    9759 | DDO024             | 023343.0+403141 |         38.42916 |    40.528054 |   29.99 |          | mem           |   9.95405 |  581 |  779.722
  166068 | MB1                | 023535.6+592247 |        38.898315 |    59.379721 |   29.33 |          | NAM           |   7.34514 |  190 |  421.498
    9892 | Maffei1            | 023635.5+593918 |        39.147915 |       59.655 |   28.74 |          | NAM           |   5.59758 |   66 |  297.663
    9962 | ESO115-021         | 023745.0-612028 |         39.43749 |    -61.34111 |   28.53 |     0.02 | TRGB          |    5.0816 |  515 |  338.549
   10074 | Fornax             | 023954.7-343133 |         39.97791 |   -34.525832 |   20.73 |          | TRGB          |  0.139959 |   29 | -56.2003
   10217 | Maffei2            | 024154.5+593611 |        40.477065 |    59.603055 |   28.79 |     0.17 | TRGB          |   5.72796 |  -15 |   213.79
   10235 | UGC02172           | 024210.8+432119 |           40.545 |    43.355277 | 29.8424 |          | TF            |       9.3 |  565 |  764.712
   86806 | AGC122226          | 024638.9+274335 |        41.662065 |    27.726388 | 29.6624 |          | TF            |      8.56 |  472 |    625.2
 5808757 | AGC124635          | 024838.5+191942 |      42.16041666 |  19.32833333 |  29.842 |          | BTF           |   9.29822 |  569 |  692.158
  169968 | AGC123352          | 024839.2+231626 |        42.163335 |    23.273889 |   29.94 |     0.05 | TRGB          |   9.72747 |  467 |   603.88
  101304 | Dw2                | 025408.5+590019 |        43.535415 |    59.005277 |   28.89 |          | NAM           |   5.99791 |   94 |  316.335
 5074554 | Horologium 1       | 025531.7-540708 |         43.88208 |   -54.118889 |    19.5 |     0.15 | HB            | 0.0794328 |  113 |  -51.141
  166069 | MB3                | 025543.6+585142 |        43.931655 |    58.861666 |   28.69 |          | NAM           |   5.47016 |   59 |  280.585
   11139 | ESO154-023         | 025650.4-543423 |     44.209999995 |   -54.573054 |   28.84 |     0.02 | TRGB          |   5.86138 |  574 |  408.023
  100170 | Dw1                | 025656.1+585442 |         44.23374 |    58.911666 |   28.98 |          | NAM           |   6.25173 |  112 |  332.918
 5807769 | AGC124056          | 025736.4+234721 |        44.401665 |    23.789167 |   29.46 |          | mem           |    7.7983 |  407 |  538.169
   11211 | ESO199-007         | 025804.1-492257 |         44.51706 |   -49.382499 |    28.9 |     0.06 | TRGB          |   6.02559 |  630 |  479.132
         | GALFA Dw3          | 025856.5+133745 |        44.735415 |    13.629167 |   29.41 |     0.08 | TRGB          |   7.62079 |  529 |  621.744
   11329 | NGC1156            | 025942.4+251415 |         44.92665 |    25.237499 |   29.46 |     0.15 | BS            |    7.7983 |  373 |  507.369
 5276790 | N1156dw1           | 030018.2+251456 |      45.07583334 |  25.24888889 | 29.4605 |          | mem           |       7.8 |      |         
 5276791 | N1156dw2           | 030028.0+251817 |      45.11666667 |  25.30472222 | 29.4605 |          | mem           |       7.8 |      |         
 5057123 | LV J0300+2546      | 030039.3+254656 |        45.163755 |     25.78222 | 29.4605 |          | mem           |       7.8 |  308 |  443.438
 5067061 | Perseus I          | 030123.6+405918 |         45.34833 |    40.988333 |   24.49 |     0.18 | TRGB          |  0.790679 | -326 | -145.092
         | dw0301+2446        | 030132.2+244659 |     45.384166665 |  24.78305556 |   29.46 |          | mem           |    7.7983 |      |         
 2807110 | KKH18              | 030305.9+334140 |         45.77457 |    33.694444 |    28.4 |     0.13 | TRGB          |    4.7863 |  216 |  374.398
         | N1291-DW9          | 030925.1-410457 |      47.35458333 |     -41.0825 |   29.79 |          | mem           |   9.07821 |      |         
   11812 | ESO300-014         | 030937.8-410150 |          47.4075 |   -41.030554 | 29.9561 |          | TF            |       9.8 |  955 |  824.081
   11842 | ESO300-016         | 031010.5-400011 |         47.54373 |   -40.003055 | 29.7224 |          | TF            |       8.8 |  710 |  582.931
         | N1291-DW11         | 031244.2-424754 |      48.18416667 | -42.79833333 |   29.79 |          | mem           |   9.07821 |      |         
         | N1291-DW2          | 031509.7-404005 |      48.79041666 | -40.66805556 |   29.79 |          | mem           |   9.07821 |      |         
 5092747 | Horologium 2       | 031632.1-500105 |        49.133745 |   -50.018056 |   19.46 |      0.2 | HB            |  0.077983 |      |         
         | N1291-DW8          | 031701.4-414201 |      49.25583333 | -41.70027778 |   29.79 |          | mem           |   9.07821 |      |         
   12209 | NGC1291            | 031718.6-410629 |        49.327485 |   -41.108055 |   29.79 |     0.05 | TRGB          |   9.07821 |  838 |   701.68
         | N1291-DW3          | 031729.4-405822 |          49.3725 | -40.97277778 |   29.79 |          | mem           |   9.07821 |      |         
         | N1291-DW5          | 031738.1-414145 |     49.408750005 | -41.69583333 |   29.79 |          | mem           |   9.07821 |      |         
   12286 | NGC1313            | 031815.4-662951 |        49.564155 |   -66.497499 |   28.17 |     0.03 | TRGB          |   4.30527 |  470 |  264.463
         | N1291-DW6          | 031843.0-410127 |      49.67916666 | -41.02416667 |   29.79 |          | mem           |   9.07821 |      |         
         | N1291-DW12         | 031847.0-421158 |      49.69583334 | -42.19944444 |   29.79 |          | mem           |   9.07821 |      |         
         | N1291-DW1          | 031925.9-400347 |     49.857916665 | -40.06305556 |   29.79 |          | mem           |   9.07821 |      |         
         | N1291-DW15         | 031937.7-402517 |     49.907083335 | -40.42138889 |   29.79 |          | mem           |   9.07821 |      |         
         | N1291-DW4          | 031943.1-412654 |     49.929583335 | -41.44833333 |   29.79 |          | mem           |   9.07821 |      |         
   12460 | NGC1311            | 032007.4-521106 |         50.03082 |   -52.184999 |   28.72 |     0.02 | TRGB          |   5.54626 |  571 |  399.044
   12514 | UGC02684           | 032023.7+171742 |         50.09874 |    17.294999 |   29.06 |          | BS            |   6.48634 |  350 |  438.013
         | N1291-DW13         | 032033.8-404818 |      50.14083333 |      -40.805 |   29.79 |          | mem           |   9.07821 |      |         
  166073 | KK27               | 032103.0-661911 |     50.262499995 | -66.31972222 |   28.13 |     0.05 | TRGB          |   4.22668 |  533 |   327.16
   12586 | [KK2000] 08        | 032124.6-415954 |        50.352495 |   -41.998333 |   29.79 |          | mem           |   9.07821 |      |         
   12676 | ESO301-010         | 032316.0-404050 |      50.81666667 | -40.68055556 |   29.79 |          | mem           |   9.07821 |      |         
   12719 | UGC02716           | 032407.2+174515 |            51.03 |    17.754166 | 29.0645 |          | mem           |    6.4998 |  381 |  467.247
         | N1291-DW14         | 032502.8-402132 |      51.26166666 | -40.35888889 |   29.79 |          | mem           |   9.07821 |      |         
         | N1291-DW10         | 032538.4-411351 |     51.409999995 | -41.23083333 |   29.79 |          | mem           |   9.07821 |      |         
   13115 | UGC02773           | 033207.1+474737 |        53.029575 |     47.79361 |   29.38 |          | NAM           |   7.51623 |  216 |  394.503
   13163 | IC1959             | 033311.8-502438 |        53.299155 |   -50.410555 |   28.96 |     0.03 | TRGB          |   6.19441 |  640 |  465.278
 5074552 | Reticulum 2        | 033542.1-540257 |         53.92542 |   -54.049167 |    17.4 |     0.15 | HB            | 0.0301995 |   64 | -121.184
   13294 | PGC013294          | 033556.8-451129 |         53.98665 |   -45.191388 |   29.31 |     0.08 | TRGB          |    7.2778 |  744 |  582.349
 5074553 | Eridanus 2         | 034421.1-433159 |         56.08791 |   -43.533056 |    22.8 |      0.1 | HB            |  0.363078 |   76 |  -86.876
 2807114 | KKH22              | 034456.6+720352 |        56.235825 |    72.064444 |   27.47 |     0.13 | TRGB          |   3.11889 |   30 |   250.76
  166077 | KK35               | 034512.6+675150 |          56.3025 |    67.863888 |    27.5 |     0.22 | TRGB          |   3.16228 |  -66 |  148.591
   13826 | IC0342             | 034648.9+680545 |         56.70375 |    68.095833 |   27.58 |     0.18 | Cep           |   3.28095 |   29 |  243.502
   14149 | UGC02905           | 035700.6+163128 |         59.25249 |    16.524443 |   28.83 |      0.4 | BS            |   5.83445 |  292 |  344.443
   14241 | UGCA086            | 035949.5+670731 |        59.956245 |    67.125277 |   27.37 |     0.03 | TRGB          |   2.97852 |   72 |  280.139
   14658 | ESO483-013         | 041241.1-230932 |         63.17124 |   -23.158888 | 29.3462 |          | TF            |       7.4 |  898 |  779.705
  166082 | CamA               | 042515.6+724821 |        66.314985 |    72.805833 |   27.76 |     0.13 | TRGB          |   3.56451 |  -54 |  156.484
   15292 | NGC1592            | 042940.8-272431 |         67.41999 |   -27.408611 | 29.7952 |          | TF            |       9.1 |  945 |   798.46
   15345 | NGC1569            | 043049.1+645053 |         67.70457 |    64.848055 |   27.52 |     0.06 | TRGB          |   3.19154 |  -86 |  106.037
   15439 | UGCA092            | 043200.3+633650 |         68.00124 |    63.613888 |   27.54 |     0.07 | TRGB          |   3.22107 |  -95 |  93.4653
   15488 | NGC1560            | 043249.9+715252 |         68.20791 |     71.88111 |   27.38 |     0.14 | TRGB          |   2.99226 |  -36 |  170.479
   15821 | NGC1637            | 044128.2-025129 |         70.36749 |    -2.858055 |   29.84 |     0.11 | SN            |   9.28966 |  713 |  645.932
 5074555 | Pictoris 1         | 044347.4-501659 |        70.947495 |   -50.283056 |    20.3 |     0.15 | HB            |  0.114815 |      |         
  166084 | CamB               | 045306.9+670557 |        73.278735 |    67.099166 |   27.72 |     0.16 | TRGB          |   3.49945 |   78 |  266.675
   16282 | NGC1705            | 045413.7-532141 |        73.557075 |   -53.361388 |   28.79 |     0.04 | TRGB          |   5.72796 |  628 |  401.232
   16389 | HIPASS J0457-42    | 045658.7-424814 |         74.24457 |   -42.803888 |   29.21 |     0.08 | TRGB          |   6.95024 |  657 |  447.989
   16517 | NGC1744            | 045958.2-260136 |        74.992485 |   -26.026666 |      30 |          | TF            |        10 |  741 |  574.346
   16643 | ESO486-021         | 050319.7-252523 |         75.83208 |   -25.423054 |      30 |          | mem           |        10 |  831 |  663.664
